abstract,keyword,country
"The full array of the Large High Altitude Air Shower Observatory (LHAASO) has been in operation since July 2021. For its kilometer-square array (KM2A), we have optimized the selection criteria for very high and ultra-high energy γ𝛾\gammaitalic_γ-rays, using the data collected from August 2021 to August 2022, resulting in an improvement on significance of about 15%percent\%% compared with previous cuts. With the implementation of these new selection criteria, the angular resolution is also significantly improved by approximately 10%percent\%% at tens of TeV. Other aspects of the full KM2A array performance, such as the pointing error are also calibrated using the Crab Nebula. The resulting energy spectrum of the Crab Nebula in the energy range of 10-1000 TeV can be well fitted by a log-parabola model, which is consistent with the previous results from LHAASO and other experiments.","['γ𝛾\\gammaitalic_γ-ray;', 'Crab', 'Nebula; significance.']","['China', 'China', 'China', 'Ireland', 'Germany', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'Switzerland', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'France', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'Switzerland', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'Russia', 'Russia', 'Russia', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'Thailand', 'China', 'China', 'China', 'France', 'China', 'China', 'Thailand', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'Thailand', 'Thailand', 'France', 'China', 'China', 'Russia', 'Russia', 'China', 'China', 'China', 'China', 'Russia', 'Russia', 'Russia', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China']"
"The recent development on large language models makes automatically constructing small programs possible. It thus has the potential to free software engineers from low-level coding and allow us to focus on the perhaps more interesting parts of software development, such as requirement engineering and system testing. In this project, we develop a prototype named AISD (AI-aided Software Development), which is capable of taking high-level (potentially vague) user requirements as inputs, generates detailed use cases, prototype system designs, and subsequently system implementation. Different from existing attempts, AISD is designed to keep the user in the loop, i.e., by repeatedly taking user feedback on use cases, high-level system designs, and prototype implementations through system testing. AISD has been evaluated with a novel benchmark of non-trivial software projects. The experimental results suggest that it might be possible to imagine a future where software engineering is reduced to requirement engineering and system testing only.","['Requirement engineering, system testing, large language model, code generation']","['UniversityShanghaiChina', 'UniversityShanghaiChina', 'UniversitySingaporeSingapore', 'UniversitySingaporeSingapore', 'UniversityShanghaiChina', 'UniversityShanghaiChina']"
"Studying the relations between entanglement and coherence is essential in many quantum information applications. For this, we consider the concurrence, intrinsic concurrence and first-order coherence, and evaluate the proposed trade-off relations between them. In particular, we study the temporal evolution of a general two-qubit XYZ Heisenberg model with asymmetric spin-orbit interaction under decoherence and analyze the trade-off relations of quantum resource theory.
For XYZ Heisenberg model, we confirm that the trade-off relation between intrinsic concurrence and first-order coherence holds. Furthermore, we show that the lower bound of intrinsic concurrence is universally valid, but the upper bound is generally not.
These relations in Heisenberg models can provide a way to explore how quantum resources are distributed in spins, which may inspire future applications in quantum information processing.","['Trade-off relations,', 'First-order coherence,', 'Intrinsic concurrence,', 'Heisenberg models']","['Qatar', 'Qatar', 'Iran']"
"In this paper, we present Coyote C++, a fully automated white-box unit testing tool for C and C++. Whereas existing tools have struggled to realize unit test generation for C++, Coyote C++ is able to produce high coverage results from unit test generation at a testing speed of over 10,000 statements per hour. This impressive feat is made possible by the combination of a powerful concolic execution engine with sophisticated automated test harness generation. Additionally, the GUI of Coyote C++ displays detailed code coverage visualizations and provides various configuration features for users seeking to manually optimize their coverage results. Combining potent one-click automated testing with rich support for manual tweaking, Coyote C++ is the first automated testing tool that is practical enough to make automated testing of C++ code truly viable in industrial applications.","['Index', 'Terms: ', 'Software', 'Testing,', 'Test case generation,', 'Automated unit test generation,', 'Symbolic execution,', 'C++']","['rho@codemind.co.kr', 'yeoneo@codemind.co.kr', 'philipp.m@codemind.co.kr', 'shin@codemind.co.kr']"
"Poetry generation has been a challenging task in the field of Natural Language Processing, as it requires the model to understand the nuances of language, sentiment, and style. In this paper, we propose using Large Language Models to generate Vietnamese poems from natural language prompts, thereby facilitating an intuitive process with enhanced content control. Our most efficacious model, the GPT-3 Babbage variant, achieves a custom evaluation score of 0.8, specifically tailored to the ”luc bat” genre of Vietnamese poetry. Furthermore, we also explore the idea of paraphrasing poems into normal text prompts and yield a relatively high score of 0.718 in the ”luc bat” genre. This experiment presents the potential for cross-Language poem-to-poem translation with translated poems as the inputs while concurrently maintaining complete control over the generated content.","['GPT-3, poem generation,', 'BLOOM,', 'Vietnamese, quantization,', 'LoRa']","['CityVietnam', 'CityVietnam']"
"Aircraft landing time (ALT) prediction is crucial for air traffic management, especially for arrival aircraft sequencing on the runway. In this study, a trajectory image-based deep learning method is proposed to predict ALTs for the aircraft entering the research airspace that covers the Terminal Maneuvering Area (TMA). Specifically, the trajectories of all airborne arrival aircraft within the temporal capture window are used to generate an image with the target aircraft trajectory labeled as red and all background aircraft trajectory labeled as blue. The trajectory images contain various information, including the aircraft position, speed, heading, relative distances, and arrival traffic flows. It enables us to use state-of-the-art deep convolution neural networks for ALT modeling. We also use real-time runway usage obtained from the trajectory data and the external information such as aircraft types and weather conditions as additional inputs. Moreover, a convolution neural network (CNN) based module is designed for automatic holding-related featurizing, which takes the trajectory images, the leading aircraft holding status, and their time and speed gap at the research airspace boundary as its inputs. Its output is further fed into the final end-to-end ALT prediction. The proposed ALT prediction approach is applied to Singapore Changi Airport (ICAO Code: WSSS) using one-month Automatic Dependent Surveillance-Broadcast (ADS-B) data from November 1 to November 30, 2022. Experimental results show that by integrating the holding featurization, we can reduce the mean absolute error (MAE) from 82.23 seconds to 43.96 seconds, and achieve an average accuracy of 96.1%, with 79.4% of the predictions errors being less than 60 seconds.","['Air', 'Traffic', 'Management,', 'Aircraft', 'Landing', 'Time,', 'Trajectory', 'Image,', 'Convolution', 'Neural', 'Networks.']",['Singapore']
"The Gaia DR3 parallax approach was used to estimate the absolute parameters of 2375 δ𝛿\deltaitalic_δ Scuti stars from the ASAS catalog. The selected stars have a variety of observational characteristics, with a higher than 80% probability of being δ𝛿\deltaitalic_δ Scuti stars. We have displayed all the stars in the Hertzsprung-Russell (H-R) diagram along with the δ𝛿\deltaitalic_δ Scuti instability strip, the Zero Age Main Sequence (ZAMS), and the Terminal-Age Main Sequence (TAMS). Then, we determined which fundamental and overtone modes each star belongs to using pulsation constant (Q𝑄Qitalic_Q) calculations. In addition, we evaluated the parameters in the Q𝑄Qitalic_Q calculation equation using three machine learning methods, which showed that surface gravity and temperature have the greatest effect on its calculation. The Period-Luminosity (P−L𝑃𝐿P-Litalic_P - italic_L) relationship of the δ𝛿\deltaitalic_δ Scuti stars was also revisited. Eventually, using least squares linear regression, we made four linear fits for fundamental and overtone modes and updated their relationships.","['δ𝛿\\deltaitalic_δ', 'Scuti variable stars -', 'Fundamental parameters -', 'Data analysis']","['poroatila@gmail.com', 'Canada', 'USA', 'Iran', 'Iran', 'Italy', 'Iran', 'Iran', 'Iran', 'Iran', 'Iran']"
"Joint Communication and Sensing (JCAS) is taking its first shape in WLAN sensing under IEEE 802.11bf, where standardized WLAN signals and protocols are exploited to enable radar-like sensing. However, an overlooked problem in JCAS, and specifically in WLAN Sensing, is the sensitivity of the system to a deceptive jammer, which introduces phantom targets to mislead the victim radar receiver. Standardized waveforms and sensing parameters make the system vulnerable to physical layer attacks. Moreover, orthogonal frequency-division multiplexing (OFDM) makes deceptive jamming even easier as it allows digitally generated artificial range/Doppler maps. This paper studies deceptive jamming in JCAS, with a special focus on WLAN Sensing. The provided mathematical models give insights into how to design jamming signals and their impact on the sensing system. Numerical analyses illustrate various distortions caused by deceptive jamming, while the experimental results validate the need for meticulous JCAS design to protect the system against physical layer attacks in the form of deceptive jamming.","['Index', 'Terms: ', 'Joint', 'Communication and', 'Sensing,', 'WLAN', 'Sensing, deceptive jamming, physical layer security,', 'OFDM radars.']","['Belgium', 'Sweden']"
"Rust relies on its unique ownership mechanism to ensure thread and memory safety. However, numerous potential security vulnerabilities persist in practical applications. New language features in Rust pose new challenges for vulnerability detection. This paper proposes a static deadlock detection method tailored for Rust programs, aiming to identify various deadlock types, including double lock, conflict lock, and deadlock associated with conditional variables. With due consideration for Rust’s ownership and lifetimes, we first complete the pointer analysis. Then, based on the obtained points-to information, we analyze dependencies among variables to identify potential deadlocks. We develop a tool and conduct experiments based on the proposed method. The experimental results demonstrate that our method outperforms existing deadlock detection methods in precision.","['Rust', 'Programs,', 'Static', 'Analysis,', 'Deadlock', 'Detection']","['UniversityShanghaiChina', 'UniversityShanghaiChina', 'UniversityShanghaiChina']"
"Tree-based models have been successfully applied to a wide variety of tasks, including time series forecasting.
They are increasingly in demand and widely accepted because of their comparatively high level of interpretability. However, many of them suffer from the overfitting problem, which limits their application in real-world decision-making. This problem becomes even more severe in online-forecasting settings where time series observations are incrementally acquired, and the
distributions from which they are drawn may keep changing over time. In this context, we propose a novel method for the online selection of tree-based models using the TreeSHAP explainability method in the task of time series forecasting. We start with an arbitrary set of different tree-based models. Then, we outline a performance-based ranking with a coherent design to make TreeSHAP able to specialize the tree-based forecasters across different regions in the input time series. In this framework, adequate model selection is performed online, adaptively following drift detection in the time series. In addition, explainability is supported on three levels, namely online input importance, model selection, and model output explanation. An extensive empirical study on various real-world datasets demonstrates that our method achieves excellent or on-par results in comparison to the state-of-the-art approaches as well as several baselines.","['Index', 'Terms: ', 'Online', 'Model', 'Selection,', 'Tree-based', 'Models,', 'Time', 'Series', 'Forecasting,', 'TreeSHAP,', 'Explainability']","['matthias.jakobs@tu-dortmund.de', 'amal.saadallah@cs.tu-dortmund.de']"
"Deforestation, a major contributor to climate change, poses detrimental consequences such as agricultural sector disruption, global warming, flash floods, and landslides. Conventional approaches to urban street tree inventory suffer from inaccuracies and necessitate specialised equipment. To overcome these challenges, this paper proposes an innovative method that leverages deep learning techniques and mobile phone imaging for urban street tree inventory. Our approach utilises a pair of images captured by smartphone cameras to accurately segment tree trunks and compute the diameter at breast height (DBH). Compared to traditional methods, our approach exhibits several advantages, including superior accuracy, reduced dependency on specialised equipment, and applicability in hard-to-reach areas. We evaluated our method on a comprehensive dataset of 400 trees and achieved a DBH estimation accuracy with an error rate of less than 2.5%. Our method holds significant potential for substantially improving forest management practices. By enhancing the accuracy and efficiency of tree inventory, our model empowers urban management to mitigate the adverse effects of deforestation and climate change.","['Index', 'Terms: ', 'Urban deforestation, street trees inventory, deep learning, mobile phones,', 'DBH,', 'ABG,', 'CNN']","['asim.khan@ku.ac.ae', '1601005@namal.edu.pk', 'aulhaq@csu.edu.au', 'iqbal.gondal@rmit.edu.au', 'sajid.javed@ku.ac.ae']"
"The current approach to fetal anomaly screening is based on biometric
measurements derived from individually selected ultrasound images.
In this paper, we introduce a paradigm shift that attains human-level
performance in biometric measurement by aggregating automatically
extracted biometrics from every frame across an entire scan, with
no need for operator intervention. We use a convolutional neural network
to classify each frame of an ultrasound video recording. We then measure
fetal biometrics in every frame where appropriate anatomy is visible.
We use a Bayesian method to estimate the true value of each biometric
from a large number of measurements and probabilistically reject outliers.
We performed a retrospective experiment on 1457 recordings (comprising
48 million frames) of 20-week ultrasound scans, estimated fetal biometrics
in those scans and compared our estimates to the measurements sonographers
took during the scan. Our method achieves human-level performance
in estimating fetal biometrics and estimates well-calibrated credible
intervals in which the true biometric value is expected to lie.","['Index', 'Terms: \n', 'Ultrasound;', 'Fetal imaging;', 'Machine learning;', 'Bayesian estimation;', 'Biometric measurement']","['London', 'London', 'London']"
"The NASA New Horizons Venetia Burney Student Dust Counter (SDC) measures dust particle impacts along the spacecraft’s flight path for grains with mass ≥\geq≥ 10−12superscript101210^{-12}10 start_POSTSUPERSCRIPT - 12 end_POSTSUPERSCRIPT g, mapping out their spatial density distribution. We present the latest SDC dust density, size distribution, and flux measurements through 55 au and compare them to numerical model predictions. Kuiper Belt Objects (KBOs) are thought to be the dominant source of interplanetary dust particles (IDP) in the outer solar system due to both collisions between KBOs, and their continual bombardment by interstellar dust particles (ISD).
Continued measurements through 55 au show higher than model-predicted dust fluxes as New Horizons approaches the putative outer edge of the Kuiper Belt (KB). We discuss potential explanations for the growing deviation: radiation pressure stretches the dust distribution to further heliocentric distances than its parent body distribution; icy dust grains undergo photo-sputtering that rapidly increases their response to radiation pressure forces and pushes them further away from the sun; and the distribution of KBOs may extend much further than existing observations suggest. Ongoing SDC measurements at even larger heliocentric distances will continue to constrain the contributions of dust production in the KB. Continued SDC measurements remain crucial for understanding the Kuiper Belt and the interpretation of observations of dust disks around other stars.","['Kuiper', 'Belt,', 'Interplanetary', 'Dust,', 'PVDF,', 'New', 'Horizons']","['USA', 'USA', 'USA', 'USA', 'USA', 'USA', 'USA', 'USA', 'USA', 'USA', 'USA', 'USA', 'USA']"
"Graph Neural Networks (GNNs) are widely applied across various domains, yet they perform poorly in deep layers. Existing research typically attributes this problem to node over-smoothing, where node representations become indistinguishable after multiple rounds of propagation. In this paper, we delve into the neighborhood propagation mechanism of GNNs and discover that the real root cause of GNNs’ performance degradation in deep layers lies in ineffective neighborhood feature propagation. This propagation leads to an exponential growth of a node’s current representation at every propagation step, making it extremely challenging to capture valuable dependencies between long-distance nodes. To address this issue, we introduce Graph Elimination Networks (GENs), which employ a specific algorithm to eliminate redundancies during neighborhood propagation. We demonstrate that GENs can enhance nodes’ perception of distant neighborhoods and extend the depth of network propagation. Extensive experiments show that GENs outperform the state-of-the-art methods on various graph-level and node-level datasets.","['Graph', 'Neural', 'Network,', 'Deep', 'Graph', 'Neural', 'Network,', 'Graph', 'Self-Attention,', 'Subgraph', 'Self-Attention,', 'Algorithm', 'Framework']","['UniversityXiangtanChina411105', 'UniversityXiangtanChina411105', 'UniversityHunanChina410082']"
"From politicians to podcast hosts, online platforms have systematically banned (“deplatformed”) influential users for breaking platform guidelines.
Previous inquiries on the effectiveness of this intervention are inconclusive because
1) they consider only few deplatforming events;
2) they consider only overt engagement traces (e.g., likes and posts) but not passive engagement (e.g., views);
3) they do not consider all the potential places users impacted by the deplatforming event might migrate to.
We address these limitations in a longitudinal, quasi-experimental study of 165 deplatforming events targeted at 101 influencers.
We collect deplatforming events from Reddit posts and then manually curate the data, ensuring the correctness of a large dataset of deplatforming events.
Then, we link these events to Google Trends and Wikipedia page views, platform-agnostic measures of online attention that capture the general public’s interest in specific influencers.
Through a difference-in-differences approach, we find that deplatforming reduces online attention toward influencers.
After 12 months, we estimate that online attention toward deplatformed influencers is reduced by
−--63% (95% CI [−--75%,−--46%]) on Google and by
−--43% (95% CI [−--57%,−--24%]) on Wikipedia.
Further, as we study over a hundred deplatforming events, we can analyze in which cases deplatforming is more or less impactful, revealing nuances about the intervention.
Notably, we find that both permanent and temporary deplatforming reduce online attention toward influencers;
Overall, this work contributes to the ongoing effort to map the effectiveness of content moderation interventions, driving platform governance away from speculation.",['online communities; fringe online communities; content moderation; online radicalization; deplatforming; social networks'],"['EPFLSwitzerland', 'UniversityUSA', 'EPFLSwitzerland', 'EPFLSwitzerland', 'EPFLSwitzerland']"
"This paper documents a year-long experiment to “profile” the process of learning a programming language: gathering data to understand what makes a language hard to learn, and using that data to improve the learning process. We added interactive quizzes to The Rust Programming Language, the official textbook for learning Rust. Over 13 months, 62,526 readers answered questions 1,140,202 times. First, we analyze the trajectories of readers. We find that many readers drop-out of the book early when faced with difficult language concepts like Rust’s ownership types. Second, we use classical test theory and item response theory to analyze the characteristics of quiz questions. We find that better questions are more conceptual in nature, such as asking why a program does not compile vs. whether a program compiles. Third, we performed 12 interventions into the book to help readers with difficult questions. We find that on average, interventions improved quiz scores on the targeted questions by +20%. Fourth, we show that our technique can likely generalize to languages with smaller user bases by simulating our statistical inferences on small N𝑁Nitalic_N. These results demonstrate that quizzes are a simple and useful technique for understanding language learning at all scales.","['rust education, digital textbooks, item response theory']",['Island02912USA']
"At time zero, there are N𝑁Nitalic_N identical point particles in the line (1D) which are characterized by their positions and velocities. Both values are given randomly and independently from each other, with arbitrary probability densities. Each particle evolves at constant velocity until eventually they meet. When this happens, a perfectly-plastic collision is produced, resulting in a new particle composed by the sum of their masses and the weighted average velocity.
The merged particles evolve indistinguishably from the non-merged ones, i.e. they move at constant velocity until a new plastic collision eventually happens.
As in any open system, the particles are not confined to any region or reservoir, so as time progresses, they go on to infinity.
From this non-equilibrium process, the number of (now, non-identical) final particles, X~Nsubscript~𝑋𝑁\tilde{X}_{N}over~ start_ARG italic_X end_ARG start_POSTSUBSCRIPT italic_N end_POSTSUBSCRIPT, the distribution of masses of these final particles and the kinetic energy loss from all plastic collisions, is studied. Counterintuitively, the way to achieve the number of final particles and each of their masses does not need to rely on evolving the particle system; this result can be obtained by simply considering the initial conditions. Moreover, they can also be used to obtain an accurate approximation of the energy loss. Finally, I will also present strong evidence for the validity of the following conjecture: ⟨X~N⟩=∑k=1𝑁⁢1kdelimited-⟨⟩subscript~𝑋𝑁𝑁𝑘11𝑘\langle\tilde{X}_{N}\rangle=\overset{N}{\underset{k=1}{\sum}}\frac{1}{k}⟨ over~ start_ARG italic_X end_ARG start_POSTSUBSCRIPT italic_N end_POSTSUBSCRIPT ⟩ = overitalic_N start_ARG start_UNDERACCENT italic_k = 1 end_UNDERACCENT start_ARG ∑ end_ARG end_ARG divide start_ARG 1 end_ARG start_ARG italic_k end_ARG (which behaves as l⁢o⁢g⁢(N)+γ𝑙𝑜𝑔𝑁𝛾log(N)+\gammaitalic_l italic_o italic_g ( italic_N ) + italic_γ for large N𝑁Nitalic_N), additionally an explicit expression for the variance will also be given.","['Many-body dynamics, out-of-equilibrium systems, 1D system']","['Argentina,', 'Argentina.']"
"Given the potential for technology to inflict harm and injustice on society, it is imperative that we cultivate a sense of social responsibility among our students as they progress through the Computer Science (CS) curriculum.
Our students need to be able to examine the social complexities in which technology development and use are situated.
Also, aligning students’ personal goals and their ability to achieve them in their field of study is important for promoting motivation and a sense of belonging.
Promoting communal goals while learning computing can help broaden participation, particularly among groups who have been historically marginalized in computing.
Keeping these considerations in mind, we piloted an introductory Java programming course in which activities engaging students in ethical and socially responsible considerations were integrated across modules.
Rather than adding social on top of the technical content, our curricular approach seeks to weave them together.
The data from the class suggests that the students found the inclusion of the social context in the technical assignments to be more motivating and expressed greater agency in realizing social change.
We share our approach to designing this new introductory socially responsible computing course and the students’ reflections.
We also highlight seven considerations for educators seeking to incorporate socially responsible computing.","['SRC, responsibility, social impact, ethics, power, critical pedagogy']","['USA', 'USA', 'USA', 'USA', 'USA']"
"Channel modeling is fundamental in advancing wireless systems and has thus attracted considerable research focus. Recent trends have seen a growing reliance on data-driven techniques to facilitate the modeling process and yield accurate channel predictions. In this work, we first provide a concise overview of data-driven channel modeling methods, highlighting their limitations. Subsequently, we introduce the concept and advantages of physics-informed neural network (PINN)-based modeling and a summary of recent contributions in this area. Our findings demonstrate that PINN-based approaches in channel modeling exhibit promising attributes such as generalizability, interpretability, and robustness. We offer a comprehensive architecture for PINN methodology, designed to inform and inspire future model development. A case-study of our recent work on precise indoor channel prediction with semantic segmentation and deep learning is presented.
The study concludes by addressing the challenges faced and suggesting potential research directions in this field.","['Index', 'Terms: \nwireless channel modeling, physics-based modeling, deep learning, 3D segmentation, knowledge distillation.']",['3mingyue.ji@utah.edu']
"Grammatical inference consists in learning a language or a grammar from data. In this paper, we consider a number of models for inferring a non-deterministic finite automaton (NFA) with 3 sorts of states, that must accept some words, and reject some other words from a given sample. We then propose a transformation from this 3-sort NFA into weighted-frequency and probabilistic NFA, and we apply the latter to a classification task. The experimental evaluation of our approach shows that the probabilistic NFAs can be successfully applied for classification tasks on both real-life and superficial benchmark data sets.","['grammatical inference  and nondeterministic automata  and', 'SAT models']","['TechnologyGliwicePoland', 'AngersAngersFrance', 'AngersAngersFrance']"
"If the extraction of sensor fingerprints represents nowadays an important forensic tool for sensor attribution, it has been shown recently in [1, 2, 3] that images coming from several sensors were more prone to generate False Positives (FP) by presenting a common ”leak”. In this paper, we investigate the possible cause of this leak and after inspecting the EXIF metadata of the sources causing FP, we found out that they were related to the Adobe Lightroom or Photoshop softwares. The cross-correlation between residuals on images presenting FP reveals periodic peaks showing the presence of a periodic pattern. By developing our own images with Adobe Lightroom we are able to show that all developments from raw images (or 16 bits per channel coded) to 8 bits-coded images also embed a periodic 128×128128128128\times 128128 × 128 pattern very similar to a watermark. However, we also show that the watermark depends on both the content and the architecture used to develop the image. The rest of the paper presents two different ways of removing this watermark, one by removing it from the image noise component, and the other by removing it in the pixel domain. We show that for a camera presenting FP in [3], we were able to prevent the False Positives. A discussion with Adobe representatives informed us that the company decided to add this pattern in order to induce dithering.","['Index', 'Terms: ', 'PRNU,', 'False-Positive,', 'Watermarking,', 'Watermark', 'Removal']","['jan.butora@cnrs.fr', 'patrick.bas@cnrs.fr']"
"Recommender systems aim to recommend the most suitable items to users from a large number of candidates. Their computation cost grows as the number of user requests and the complexity of services (or models) increases.
Under the limitation of computation resources (CRs), how to make a trade-off between computation cost and business revenue becomes an essential question.
The existing studies focus on dynamically allocating CRs in queue truncation scenarios (i.e., allocating the size of candidates), and formulate the CR allocation problem as an optimization problem with constraints. Some of them focus on single-phase CR allocation, and others focus on multi-phase CR allocation but introduce some assumptions about queue truncation scenarios. However, these assumptions do not hold in other scenarios, such as retrieval channel selection and prediction model selection. Moreover, existing studies ignore the state transition process of requests between different phases, limiting the effectiveness of their approaches.
This paper proposes a Reinforcement Learning (RL) based Multi-Phase Computation Allocation approach (RL-MPCA), which aims to maximize the total business revenue under the limitation of CRs. RL-MPCA formulates the CR allocation problem as a Weakly Coupled MDP problem and solves it with an RL-based approach. Specifically, RL-MPCA designs a novel deep Q-network to adapt to various CR allocation scenarios, and calibrates the Q-value by introducing multiple adaptive Lagrange multipliers (adaptive-λ𝜆\lambdaitalic_λ) to avoid violating the global CR constraints.
Finally, experiments on the offline simulation environment and online real-world recommender system validate the effectiveness of our approach.","['Computation', 'Resource', 'Allocation,', 'Deep', 'Reinforcement', 'Learning,', 'Recommender', 'System,', 'Weakly', 'Coupled', 'MDP']","['China', 'China', 'China', 'China', 'China', 'China', 'China', 'China']"
"WiFi Channel State Information (CSI)-based human activity recognition (HAR) enables contactless, long-range sensing in spatially constrained environments while preserving visual privacy. However, despite the presence of numerous WiFi-enabled devices around us, few expose CSI to users, resulting in a lack of sensing hardware options. Variants of the Espressif ESP32 have emerged as potential low-cost and easy-to-deploy solutions for WiFi CSI-based HAR. In this work, four ESP32-S3-based 2.4GHz directional antenna systems are evaluated for their ability to facilitate long-range through-wall HAR. Two promising systems are proposed, one of which combines the ESP32-S3 with a directional biquad antenna. This combination represents, to the best of our knowledge, the first demonstration of such a system in WiFi-based HAR. The second system relies on the built-in printed inverted-F antenna (PIFA) of the ESP32-S3 and achieves directionality through a plane reflector. In a comprehensive evaluation of line-of-sight (LOS) and non-line-of-sight (NLOS) HAR performance, both systems are deployed in an office environment spanning a distance of 18 meters across five rooms. In this experimental setup, the Wallhack1.8k dataset, comprising 1806 CSI amplitude spectrograms of human activities, is collected and made publicly available. Based on Wallhack1.8k, we train activity recognition models using the EfficientNetV2 architecture to assess system performance in LOS and NLOS scenarios. For the core NLOS activity recognition problem, the biquad antenna and PIFA-based systems achieve accuracies of 92.0±plus-or-minus\pm±3.5 and 86.8±plus-or-minus\pm±4.7, respectively, demonstrating the feasibility of long-range through-wall HAR with the proposed systems.","['Index', 'Terms: ', 'Human', 'Activity', 'Recognition,', 'WiFi,', 'Channel', 'State', 'Information,', 'Through-Wall', 'Sensing,', 'ESP32']",['martin.kampel}@tuwien.ac.at']
