abstract,keywords,country
"Research on algorithmic recourse typically considers how an individual can reasonably change an unfavorable automated decision when interacting with a fixed decision-making system.
This paper focuses instead on the online setting, where system parameters are updated dynamically according to interactions with data subjects.
Beyond the typical individual-level recourse, the online setting opens up new ways for groups to shape system decisions by leveraging the parameter update rule.
We show empirically that recourse can be improved when users coordinate by jointly computing their feature perturbations, underscoring the importance of collective action in mitigating adverse automated decisions.","['Recourse', 'Collective', 'Recourse', 'User', 'Agency']",[]
"Observatories need to measure and evaluate the scientific output and overall impact of their facilities. An observatory bibliography consists of the papers published using that observatory’s data, typically gathered by searching the major journals for relevant keywords. Recently, the volume of literature and methods by which the publications pool is evaluated have increased. Efficient and standardized procedures are necessary to assign meaningful metadata, enable user-friendly retrieval, and provide the opportunity to derive reports, statistics, and visualizations to impart a deeper understanding of the research output.

In 2021, a group of observatory bibliographers from around the world convened online to continue the discussions presented in Lagerstrom (2015). We worked to extract general guidelines from our experiences, techniques, and lessons learnt. This paper explores the development, application, and current status of telescope bibliographies and future trends. The paper briefly describes the methodologies employed in constructing the databases, along with the various bibliometric techniques used to analyze and interpret them. We explain reasons for non-standardization and why it is essential for each observatory to identify metadata and metrics that are meaningful for them; caution the (over-)use of comparisons among various facilities that are, ultimately, not comparable through bibliometrics; and highlight the benefits of telescope bibliographies, both for researchers within the astronomical community and for stakeholders beyond the specific observatories. There is tremendous diversity in the ways bibliographers track publications and maintain databases, due to parameters such as resources (personnel, time, budget, IT capabilities), type of observatory, historical practices, and reporting requirements to funders and outside agencies. However, there are also common sets of Best Practices. This paper describes some of our results from our collaborative discussions.","['Astronomy', 'Databases (83) —', 'Astronomical reference materials (90) —', 'Observatories (1147) —', 'Telescopes (1689)']","['Germany', 'Japan', 'Spain']"
"A critical function of an organization is to foster the level of integration (coordination and cooperation) necessary to achieve its objectives. The need to coordinate and motivation to cooperate emerges from the myriad dependencies between an organization’s members and their work. Therefore, to reason about solutions to coordination and cooperation problems requires a robust representation that includes the underlying dependencies. We find that such a representation remains missing from formal organizational models, and we leverage semantics to bridge this gap. Drawing on well-established organizational research and our extensive fieldwork with one of North America’s largest municipalities, (1) we introduce an ontology, formalized in first-order logic, that operationalizes concepts like outcome, reward, and epistemic dependence, and their links to potential integration risks; and (2) present real-world applications of this ontology to analyze and support integration in complex government infrastructure projects. Our ontology is implemented and validated in both Z3 and OWL. Key features of our model include inferable dependencies, explainable coordination and cooperation risks, and actionable insights on how dependency structures within an organization can be altered to mitigate the risks. Conceptualizing real-world challenges like incentive misalignment, free-riding, and subgoal optimization in terms of dependency structures, our semantics-based approach represents a novel method for modelling and enhancing coordination and cooperation. Integrated within a decision-support system, our model may serve as an impactful aid for organizational design and effectiveness. More broadly, our approach underscores the transformative potential of semantics in deriving tangible, real-world value from existing organization theory.","['Cooperation', 'Coordination', 'Dependence', 'Organization', 'Ontology', 'OWL', 'Z3']",[]
"We present a general framework for modeling materials using deep neural networks. Material represented by multidimensional characteristics (that mimic measurements) is used to train the neural autoencoder model in an unsupervised manner. The encoder is trying to predict the material parameters of a theoretical model, which is then used in a decoder part. The decoder, using the predicted parameters, reconstructs the input characteristics. The neural model is trained to capture a synthetically generated set of characteristics that can cover a broad range of material behaviors, leading to a model that can generalize on the underlying physics rather than just optimize the model parameters for a single measurement. After setting up the model we prove its usefulness in the complex problem of modeling magnetic materials in the frequency and current (out-of-linear range) domains simultaneously.","['materials modeling', 'deep neural networks', 'synthetic data']",['Poland']
"This paper proposes a computational model for policy administration.
As an organization evolves, new users and resources are gradually
placed under the mediation of the access control model. Each time
such new entities are added, the policy administrator must
deliberate on how the access control policy shall be revised to
reflect the new reality. A well-designed access control model must
anticipate such changes so that the administration cost does not
become prohibitive when the organization scales up. Unfortunately,
past Access Control research does not offer a formal way to quantify
the cost of policy administration. In this work, we propose to
model ongoing policy administration in an active learning
framework. Administration cost can be quantified in terms of query
complexity. We demonstrate the utility of this approach by applying
it to the evolution of protection domains. We also modelled
different policy administration strategies in our framework. This
allowed us to formally demonstrate that domain-based policies have a
cost advantage over access control matrices because of the use of
heuristic reasoning when the policy evolves. To the best of our
knowledge, this is the first work to employ an active learning
framework to study the cost of policy deliberation and demonstrate
the cost advantage of heuristic policy administration.","['Access control', 'policy administration', 'active learning', 'query complexity', 'heuristics']",['Canada']
"Rollback recovery strategies are well-known in
concurrent and distributed systems. In this context,
recovering from unexpected failures is even more
relevant given the non-deterministic nature of
execution, which means that it is practically
impossible to foresee all possible process interactions.

In this work, we consider a message-passing concurrent
programming language where processes interact through
message sending and receiving, but shared memory
is not allowed. In this context, we design a
checkpoint-based
rollback recovery strategy which does not
need a central coordination.
For this purpose, we extend the language
with three new operators: 𝖼𝗁𝖾𝖼𝗄𝖼𝗁𝖾𝖼𝗄\mathsf{check}sansserif_check,
𝖼𝗈𝗆𝗆𝗂𝗍𝖼𝗈𝗆𝗆𝗂𝗍\mathsf{commit}sansserif_commit, and 𝗋𝗈𝗅𝗅𝖻𝖺𝖼𝗄𝗋𝗈𝗅𝗅𝖻𝖺𝖼𝗄\mathsf{rollback}sansserif_rollback.
Furthermore, our approach
is purely asynchronous, which is an essential
ingredient to develop a source-to-source program
instrumentation implementing a rollback recovery
strategy.","['message-passing concurrency', 'rollback recovery', 'checkpointing']",['Spain']
"Demagnetization in ferromagnetic transition metals driven by a
femtosecond laser pulse is a fundamental problem in solid state
physics, and its understanding is essential to the development of
spintronics devices. Ab initio calculation of time-dependent magnetic
moment in the velocity gauge so far has not been successful in
reproducing the large amount of demagnetization observed in
experiments. In this work, we propose a method to incorporate
intraband transitions within the velocity gauge through a convective
derivative in the crystal momentum space. Our results for
transition-element bulk crystals (bcc Fe, hcp Co and fcc Ni) based on
the time-dependent quantum Liouville equation show a dramatic
enhancement in the amount of demagnetization after the inclusion of an
intraband term, in agreement with experiments. We also find that the
effect of intraband transitions to each ferromagnetic material is
distinctly different because of their band structure and spin property
differences. Our finding has a far-reaching impact on understanding
of ultrafast demagnetization.","['femtomagnetism', 'all optical spin switching', 'time dependent quantum', 'Liouville equation', 'm-mixing', 'circularly-polarized laser field']",[]
"In this paper, we elaborate on correctly predicting Échelle spectrograms by employing the fully three-dimensional representation of Snell’s law to model the effects of prisms as cross-dispersers in Échelle spectrographs.
We find that it is not sufficient to simply apply the frequently used trigonometric prism dispersion equation to describe recorded spectra.
This vector equation approach is not limited to a single dispersive element when modeling multi-prism cross-disperser configurations.
Our results help to understand the main levers in an Échelle spectrograph as well as contribute to auto-calibration algorithms for minimizing calibration efforts in daily operation.","['Prism', 'Echelle', 'Cross-Disperser', 'Snell’s law', 'Sellmeier', 'QtYETI']",[]
"The integration of sensorized vessels, enabling real-time data collection and machine learning-driven data analysis marks a pivotal advancement in the maritime industry. This transformative technology not only can enhance safety, efficiency, and sustainability but also usher in a new era of cost-effective and smart maritime transportation in our increasingly interconnected world. This study presents a deep learning-driven anomaly detection system augmented with interpretable machine learning models for identifying performance anomalies in an industrial sensorized vessel, called TUCANA. We Leverage a human-in-the-loop unsupervised process that involves utilizing standard and Long Short-Term Memory (LSTM) autoencoders augmented with interpretable surrogate models, i.e., random forest and decision tree, to add transparency and interpretability to the results provided by the deep learning models. The interpretable models also enable automated rule generation for translating the inference into human-readable rules. Additionally, the process also includes providing a projection of the results using t-distributed stochastic neighbor embedding (t-SNE), which helps with a better understanding of the structure and relationships within the data and assessment of the identified anomalies. We empirically evaluate the system using real data acquired from the vessel TUCANA and the results involve achieving over 80% precision and 90% recall with the LSTM model used in the process. The interpretable models also provide logical rules aligned with expert thinking, and the t-SNE-based projection enhances interpretability. Our system demonstrates that the proposed approach can be used effectively in real-world scenarios, offering transparency and precision in performance anomaly detection.","['Performance', 'Anomaly', 'Detection', 'Human-in-the-loop', 'Learning', 'Process', 'Deep', 'Learning', 'Interpretable', 'Machine', 'Learning', 'Sensorized', 'Vessels', 'Maritime', 'Industry.']",[]
"A Christ-Kiselev maximal theorem is proved for linear operators between quasi-Banach function lattices satisfying certain lattice geometrical conditions. The result is further explored for weighted Lorentz spaces, classical Lorentz spaces, and Wiener amalgams of Lebesgue function and sequence spaces. Extensions are made to Köthe dual operators and to operators on interpolation spaces of quasi-Banach function lattices. Several applications to maximal Fourier operators are presented.","['Maximal operators', 'filtrations', 'function spaces', 'Lorentz spaces', 'Weiner amalgam spaces', 'Fourier transform']",[]
"The survey is devoted to operator splitting methods in the abstract formulation and their applications in probability. While the survey is focused on multiplicative methods, the BCH formula is used to discuss exponential splitting methods and a short informal introduction to additive splitting is presented. We introduce frameworks and available deterministic and probabilistic results and concentrate on constructing a wide picture of the field of operator splitting methods, providing a rigorous description in the setting of abstract Cauchy problems and an informal discussion for further and parallel advances. Some limitations and common difficulties are listed, as well as examples of works that provide solutions or hints. No new results are provided. The bibliography contains illustrative deterministic examples and a selection of probability-related works.","['Operator splitting methods', 'Trotter-Kato formula', 'exponential splitting']",[]
"Generative artificial intelligence (GAI) has emerged as a rapidly burgeoning field demonstrating significant potential in creating diverse contents intelligently and automatically.
To support such artificial intelligence-generated content (AIGC) services, future communication systems should fulfill much more stringent requirements (including data rate, throughput, latency, etc.) with limited yet precious spectrum resources.
To tackle this challenge, semantic communication (SemCom), dramatically reducing resource consumption via extracting and transmitting semantics, has been deemed as a revolutionary communication scheme. The advanced GAI algorithms facilitate SemCom on sophisticated intelligence for model training, knowledge base construction and channel adaption. Furthermore, GAI algorithms also play an important role in the management of SemCom networks.
In this survey, we first overview the basics of GAI and SemCom as well as the synergies of the two technologies. Especially, the GAI-driven SemCom framework is presented, where many GAI models for information creation, SemCom-enabled information transmission and information effectiveness for AIGC are discussed separately. We then delve into the GAI-driven SemCom network management involving with novel management layers, knowledge management, and resource allocation. Finally, we envision several promising use cases, i.e., autonomous driving, smart city, and the Metaverse for a more comprehensive exploration.","['Semantic communication', 'AIGC', 'Generative', 'AI', 'Intelligent wireless networks', 'Knowledge management.']",[]
"In this paper, we present a comprehensive investigation of stress propagation in a two-dimensional elastic circular disk.
To accurately describe the displacements and stress fields within the disk, we employ a scalar and vector potential approach, representing them as sums of Bessel functions.
The determination of the coefficients for these expansions is accomplished in the Laplace space, where we compare the boundary conditions.
By converting the inverse Laplace transforms into complex integrals using residue calculus, we successfully derive explicit expressions for the displacements and stress fields.
Notably, these expressions encompass primary, secondary, and surface waves, providing a thorough characterization of the stress propagation phenomena within the disk.
Our findings contribute to the understanding of mechanical behavior in disk-shaped components and can be valuable in the design and optimization of such structures across various engineering disciplines.","['Linear elasticity', 'Navier-Cauchy equation', 'Shock propagation', 'Laplace transform', 'Residue']",[]
"The synergy of language and vision models has given rise to Large Language and Vision Assistant models (LLVAs), designed to engage users in rich conversational experiences intertwined with image-based queries. These comprehensive multimodal models seamlessly integrate vision encoders with Large Language Models (LLMs), expanding their applications in general-purpose language and visual comprehension. The advent of Large Multimodal Models (LMMs) heralds a new era in Artificial Intelligence (AI) assistance, extending the horizons of AI utilization. This paper takes a unique perspective on LMMs, exploring their efficacy in performing image classification tasks using tailored prompts designed for specific datasets. We also investigate the LLVAs zero-shot learning capabilities. Our study includes a benchmarking analysis across four diverse datasets: MNIST, Cats Vs. Dogs, Hymnoptera (Ants Vs. Bees), and an unconventional dataset comprising Pox Vs. Non-Pox skin images. The results of our experiments demonstrate the model’s remarkable performance, achieving classification accuracies of 85%, 100%, 77%, and 79% for the respective datasets without any fine-tuning. To bolster our analysis, we assess the model’s performance post fine-tuning for specific tasks. In one instance, fine-tuning is conducted over a dataset comprising images of faces of children with and without autism. Prior to fine-tuning, the model demonstrated a test accuracy of 55%, which significantly improved to 83% post fine-tuning. These results, coupled with our prior findings, underscore the transformative potential of LLVAs and their versatile applications in real-world scenarios.","['Large', 'Language', 'Models', 'Large', 'Multimodal', 'Models', 'Prompt', 'Engineering', 'Classification']",[]
"In this paper, we present a signal processing framework for directed graphs. Unlike undirected graphs, a graph shift operator such as the adjacency matrix associated with a directed graph usually does not admit an orthogonal eigenbasis. This makes it challenging to define the Fourier transform. Our methodology leverages the polar decomposition to define two distinct eigendecompositions, each associated with different matrices derived from this decomposition. We propose to extend the frequency domain and introduce a Fourier transform that jointly encodes the spectral response of a signal for the two eigenbases from the polar decomposition. This allows us to define convolution following a standard routine. Our approach has two features: it is lossless as the shift operator can be fully recovered from factors of the polar decomposition. Moreover, it subsumes the traditional graph signal processing if the graph is directed. We present numerical results to show how the framework can be applied.","['Directed graph', 'graph signal processing', 'polar decomposition']",[]
"With rising concerns about the security of IoT devices, network operators need better ways to handle potential risks. Luckily, IoT devices show consistent patterns in how they communicate. But despite previous efforts, it remains unclear how knowledge of these patterns can be made available.
As data marketplaces become popular in different domains, this paper111This manuscript is the full version of our paper [1] accepted to the IEEE/IFIP NOMS 2024 conference. proposes creating a special marketplace focused on IoT cybersecurity. The goal is to openly share knowledge about IoT devices’ behavior, using structured data formats like Manufacturer Usage Description (MUD) files. To make this work, we employ technologies like blockchain and smart contracts to build a practical and secure foundation for sharing and accessing important information about how IoT devices should behave on the network.
Our contributions are two-fold.
(1) We identify the essential features of an effective marketplace for sharing data related to the expected behaviors of IoT devices. We develop a smart contract on the Ethereum blockchain with five concrete functions; and,
(2) We implement a prototype of our marketplace in a private chain environment—our codes are publicly released. We demonstrate how effectively our marketplace functions through experiments involving MUD files from consumer IoT devices. Our marketplace enables suppliers and consumers to share MUD data on the Ethereum blockchain for under a hundred dollars, promoting accessibility and participation.","['Decentralized data marketplace', 'IoT behaviors', 'MUD files']",[]
"In recent work, Dao and Eisenbud define the notion of a Burch
index, expanding the notion of Burch rings of Dao, Kobayashi, and Takahashi, and show that for any module over a ring of Burch index at least 2, its
n𝑛nitalic_nth syzygy contains direct summands of the residue field for n=4𝑛4n=4italic_n = 4 or 5555 and all n≥7𝑛7n\geq 7italic_n ≥ 7. We investigate how this behavior is explained by the bar
resolution formed from appropriate differential graded (dg) resolutions, yielding a new proof that includes all n≥5𝑛5n\geq 5italic_n ≥ 5, which is sharp. When the module is Golod, we use instead the bar resolution formed from A∞subscript𝐴A_{\infty}italic_A start_POSTSUBSCRIPT ∞ end_POSTSUBSCRIPT resolutions to identify such k𝑘kitalic_k summands explicitly for all n≥4𝑛4n\geq 4italic_n ≥ 4 and show that the number of these grows exponentially as the homological degree increases.",['Burch'],[]
Suppose G𝐺Gitalic_G is a finitely generated infinite group and 𝒢𝒢\mathcal{G}caligraphic_G is a graph of groups decomposition of G𝐺Gitalic_G such that the edge groups are finite. This paper establishes that the topology of the Floyd boundary of G𝐺Gitalic_G is uniquely determined by the topology of the Floyd boundary of each vertex group of 𝒢𝒢\mathcal{G}caligraphic_G.,"['Bass–Serre tree', 'Floyd boundary', 'free products']",[]
"Radical subgroups play an important role in both group theory and representation theory. In this paper we present
a strategy of classifying radical subgroups of finite reductive groups. As an application, we complete the proof
of the inductive blockwise Alperin weight condition for the Chevalley groups F4⁡(q)subscriptF4𝑞\operatorname{F}_{4}(q)roman_F start_POSTSUBSCRIPT 4 end_POSTSUBSCRIPT ( italic_q ), contributing to the program
to prove the Alperin weight conjecture by verifying its inductive condition for simple groups.","['Radical subgroups', 'finite reductive group', 'Alperin weight conjecture', 'inductive blockwise', 'Alperin weight condition', 'exceptional groups of type', 'F4subscriptF4\\operatorname{F}_{4}roman_F start_POSTSUBSCRIPT 4 end_POSTSUBSCRIPT.']",[]
"As indoor applications grow in diversity, wireless sensing, vital in areas like localization and activity recognition, is attracting renewed interest. Indoor wireless sensing relies on signal processing, particularly channel state information (CSI) based signal parameter estimation. Nonetheless, regarding reflected signals induced by dynamic human targets, no satisfactory algorithm yet exists for estimating the acceleration of dynamic path length change (DPLC), which is crucial for various sensing tasks in this context. Hence, this paper proposes DP-AcE, a CSI based DPLC acceleration estimation algorithm. We first model the relationship between the phase difference of adjacent CSI measurements and the DPLC’s acceleration. Unlike existing works assuming constant velocity, DP-AcE considers both velocity and acceleration, yielding a more accurate and objective representation. Using this relationship, an algorithm combining scaling with Fourier transform is proposed to realize acceleration estimation. We evaluate DP-AcE via the acceleration estimation and acceleration-based fall detection with the collected CSI. Experimental results reveal that, using distance as the metric, DP-AcE achieves a median acceleration estimation percentage error of 4.38%. Furthermore, in multi-target scenarios, the fall detection achieves an average true positive rate of 89.56% and a false positive rate of 11.78%, demonstrating its importance in enhancing indoor wireless sensing capabilities.","['Wireless sensing', 'channel state information', 'signal parameter estimation.']",[]
"We study solutions to systems of stream inclusions f∈T⁢(f)𝑓𝑇𝑓f\in T(f)italic_f ∈ italic_T ( italic_f ), where T𝑇Titalic_T is assumed to be causal in the sense that elements in output streams are determined by a finite history of inputs.
For solving these inclusions we develop a correspondence of causality
and contraction with respect to the prefix distance on streams.
Now, based on this causality-contraction correspondence, we apply fixpoint principles for the spherically complete ultrametric space of streams to obtain solutions for causal stream inclusions.
The underlying fixpoint iterations induce fixpoint induction principles for reasoning about solutions of causal stream inclusions.
In addition, these fixpoint approximations induce anytime algorithms for computing finite stream prefixes of solutions.
We illustrate the use of these developments
for some central concepts of system design.","['Formal', 'Methods', 'Fixpoint', 'Approximation', 'Systems', 'Engineering.']",[]
